FECHA HECHO,CANTIDAD
15/01/2019,0.027
15/01/2019,0.0361
15/01/2019,0.28
15/01/2019,0.04
15/01/2019,0.035
15/01/2019,0.4
15/01/2019,0.71
15/01/2019,0.0336
15/01/2019,0.1392
16/01/2019,0.0216
16/01/2019,0.0382
16/01/2019,0.2364
16/01/2019,0.018
16/01/2019,21.0
16/01/2019,0.0594
16/01/2019,0.02
16/01/2019,0.03
16/01/2019,0.05
17/01/2019,0.0319
17/01/2019,0.0519
17/01/2019,0.0513
17/01/2019,0.0362
17/01/2019,0.0111
17/01/2019,0.0638
17/01/2019,0.0286
17/01/2019,0.015
17/01/2019,1.0
18/01/2019,2.178
18/01/2019,0.301
18/01/2019,0.0125
18/01/2019,0.054
18/01/2019,0.01
18/01/2019,0.1343
18/01/2019,0.032
18/01/2019,0.056
18/01/2019,0.01
18/01/2019,0.0336
18/01/2019,0.0249
18/01/2019,0.0248
18/01/2019,0.03
18/01/2019,0.0263
18/01/2019,0.25
18/01/2019,0.033
18/01/2019,0.0575
19/01/2019,0.082
19/01/2019,0.1271
19/01/2019,0.06
19/01/2019,0.41
19/01/2019,0.0315
19/01/2019,0.0351
19/01/2019,0.021
19/01/2019,61.0
19/01/2019,0.0068
20/01/2019,0.0226
20/01/2019,0.0875
20/01/2019,0.0384
20/01/2019,0.0324
20/01/2019,0.1002
20/01/2019,0.0254
20/01/2019,65.0
20/01/2019,0.036
20/01/2019,0.024
20/01/2019,0.15
20/01/2019,0.0316
20/01/2019,0.0433
20/01/2019,0.08
20/01/2019,0.045
20/01/2019,0.0275
20/01/2019,0.0846
21/01/2019,1.8
21/01/2019,0.0439
21/01/2019,0.0314
21/01/2019,0.093
21/01/2019,0.1158
21/01/2019,0.0192
21/01/2019,0.0363
21/01/2019,7.0
21/01/2019,0.0127
21/01/2019,0.04
21/01/2019,0.8
21/01/2019,0.04
21/01/2019,0.05
22/01/2019,0.015
22/01/2019,0.015
22/01/2019,0.0609
22/01/2019,0.033
22/01/2019,0.0236
22/01/2019,0.034
22/01/2019,0.09
22/01/2019,0.0491
22/01/2019,0.0208
22/01/2019,4.8291
22/01/2019,0.0572
22/01/2019,0.25
22/01/2019,0.0048
22/01/2019,0.014
22/01/2019,0.0087
22/01/2019,0.033
23/01/2019,0.0678
23/01/2019,0.0367
23/01/2019,0.0816
23/01/2019,0.0418
23/01/2019,0.04
23/01/2019,0.0222
23/01/2019,0.09
23/01/2019,0.044
23/01/2019,0.0446
23/01/2019,0.0305
23/01/2019,0.044
23/01/2019,0.045
24/01/2019,0.0889
24/01/2019,0.03
24/01/2019,0.03
24/01/2019,0.0205
24/01/2019,0.04
24/01/2019,0.0551
24/01/2019,0.0504
24/01/2019,0.0307
24/01/2019,0.042
24/01/2019,0.021
24/01/2019,0.0455
24/01/2019,0.0224
24/01/2019,0.0513
24/01/2019,0.0246
24/01/2019,0.0456
24/01/2019,0.112
24/01/2019,0.0156
24/01/2019,0.12
24/01/2019,0.044
24/01/2019,0.02
24/01/2019,0.2323
24/01/2019,0.4305
24/01/2019,0.0336
24/01/2019,0.02
24/01/2019,0.022
24/01/2019,0.05
24/01/2019,0.075
25/01/2019,0.0479
25/01/2019,0.02
25/01/2019,0.02
25/01/2019,0.0352
25/01/2019,4.5
25/01/2019,0.0753
25/01/2019,1.0
25/01/2019,0.0447
25/01/2019,0.0565
25/01/2019,0.0467
25/01/2019,8.0
25/01/2019,0.028
25/01/2019,0.017
25/01/2019,0.22
25/01/2019,0.0366
25/01/2019,0.015
25/01/2019,0.061
25/01/2019,0.035
25/01/2019,0.042
26/01/2019,0.0635
26/01/2019,0.05
26/01/2019,0.0304
26/01/2019,0.011
26/01/2019,0.035
26/01/2019,0.001
26/01/2019,0.043
26/01/2019,0.1
27/01/2019,1.5224
27/01/2019,0.0251
27/01/2019,0.159
27/01/2019,0.025
27/01/2019,0.0303
27/01/2019,0.0825
27/01/2019,0.0282
27/01/2019,0.021
27/01/2019,0.009
27/01/2019,0.0084
27/01/2019,0.04
27/01/2019,0.0015
27/01/2019,0.03
27/01/2019,0.1139
27/01/2019,0.022
28/01/2019,0.023
28/01/2019,0.21
28/01/2019,0.0234
28/01/2019,0.0264
28/01/2019,0.022
28/01/2019,0.035
28/01/2019,0.02
28/01/2019,0.03
28/01/2019,0.025
28/01/2019,0.0229
28/01/2019,1.0
28/01/2019,0.04
28/01/2019,0.02
28/01/2019,0.0267
28/01/2019,0.162
28/01/2019,0.25
29/01/2019,0.096
29/01/2019,0.026
29/01/2019,0.001
29/01/2019,0.6
29/01/2019,0.025
29/01/2019,0.458
29/01/2019,0.14
29/01/2019,0.015
29/01/2019,0.04
29/01/2019,1.0
29/01/2019,0.0715
29/01/2019,0.069
29/01/2019,0.0229
30/01/2019,0.02
30/01/2019,0.028
30/01/2019,0.0449
30/01/2019,0.039
30/01/2019,0.0725
30/01/2019,0.05
30/01/2019,0.078
30/01/2019,0.0302
30/01/2019,1.03
30/01/2019,0.16
30/01/2019,0.1634
30/01/2019,0.094
30/01/2019,0.0273
30/01/2019,0.7
30/01/2019,0.2
30/01/2019,0.0728
30/01/2019,0.0291
30/01/2019,0.0606
30/01/2019,0.035
30/01/2019,0.0478
30/01/2019,0.173
31/01/2019,0.021
31/01/2019,0.091
31/01/2019,0.0227
31/01/2019,0.0317
31/01/2019,0.0456
31/01/2019,0.035
31/01/2019,0.04
31/01/2019,0.001
31/01/2019,8.3
31/01/2019,0.1844
01/02/2019,0.063
01/02/2019,0.051
01/02/2019,0.0434
01/02/2019,0.035
01/02/2019,0.08
01/02/2019,0.095
01/02/2019,0.0237
01/02/2019,0.0603
01/02/2019,0.465
01/02/2019,0.0384
01/02/2019,0.03
02/02/2019,0.0283
02/02/2019,0.04
02/02/2019,0.0199
02/02/2019,0.0555
02/02/2019,0.07
02/02/2019,0.038
02/02/2019,0.2703
02/02/2019,0.0018
02/02/2019,0.3
02/02/2019,0.0092
02/02/2019,0.09
02/02/2019,0.053
03/02/2019,0.0771
03/02/2019,0.0432
03/02/2019,0.032
03/02/2019,0.0986
03/02/2019,0.031
03/02/2019,0.4174
03/02/2019,0.025
03/02/2019,0.23
03/02/2019,0.0816
03/02/2019,0.054
03/02/2019,0.4693
03/02/2019,0.0564
04/02/2019,0.0448
04/02/2019,0.021
04/02/2019,0.0608
04/02/2019,0.0475
04/02/2019,0.4986
04/02/2019,0.015
04/02/2019,0.035
04/02/2019,0.1962
04/02/2019,0.025
04/02/2019,0.24
04/02/2019,0.024
04/02/2019,0.0925
04/02/2019,0.0057
04/02/2019,0.0316
04/02/2019,0.012
05/02/2019,0.026
05/02/2019,0.1142
05/02/2019,0.032
05/02/2019,0.03
05/02/2019,1.7538
05/02/2019,0.02
05/02/2019,38.0
05/02/2019,0.0235
05/02/2019,0.035
05/02/2019,0.02
05/02/2019,0.007
05/02/2019,0.0286
06/02/2019,0.0485
06/02/2019,0.6155
06/02/2019,0.0533
06/02/2019,0.06
06/02/2019,0.0194
06/02/2019,0.03
06/02/2019,0.0669
06/02/2019,0.04
06/02/2019,0.4081
06/02/2019,0.0449
06/02/2019,0.0491
06/02/2019,0.0025
06/02/2019,0.0401
06/02/2019,1.555
06/02/2019,0.0136
06/02/2019,17.625
07/02/2019,0.028
07/02/2019,0.0402
07/02/2019,0.11
07/02/2019,0.08
07/02/2019,0.2074
07/02/2019,0.0251
07/02/2019,0.0276
07/02/2019,0.0191
07/02/2019,13.131
07/02/2019,0.035
07/02/2019,0.05
08/02/2019,0.0595
08/02/2019,1.095
08/02/2019,0.056
08/02/2019,0.0438
08/02/2019,0.0337
08/02/2019,0.0808
08/02/2019,0.029
08/02/2019,0.0527
08/02/2019,4.914
08/02/2019,0.0321
08/02/2019,0.1923
08/02/2019,0.0574
08/02/2019,0.019
08/02/2019,0.0362
08/02/2019,0.025
08/02/2019,0.0345
08/02/2019,0.3
09/02/2019,0.04
09/02/2019,0.05
09/02/2019,0.046
09/02/2019,0.0286
09/02/2019,3.221
10/02/2019,0.0561
10/02/2019,0.037
10/02/2019,0.035
10/02/2019,0.03
10/02/2019,0.022
10/02/2019,0.0348
10/02/2019,0.0345
10/02/2019,0.0289
10/02/2019,0.063
11/02/2019,0.058
11/02/2019,0.033
11/02/2019,0.028
11/02/2019,0.0216
11/02/2019,0.4918
11/02/2019,0.06
11/02/2019,0.045
11/02/2019,0.0389
11/02/2019,0.193
11/02/2019,0.034
11/02/2019,0.0622
11/02/2019,99.53
11/02/2019,0.021
12/02/2019,0.0199
12/02/2019,0.0805
12/02/2019,0.0564
12/02/2019,0.0378
12/02/2019,0.0534
12/02/2019,0.0332
12/02/2019,0.0457
12/02/2019,0.0875
12/02/2019,0.01
12/02/2019,0.04
13/02/2019,0.0288
13/02/2019,23.5
13/02/2019,0.0192
13/02/2019,0.037
13/02/2019,0.1125
13/02/2019,0.09
13/02/2019,0.0576
13/02/2019,0.0017
13/02/2019,0.048
13/02/2019,0.1111
13/02/2019,0.0515
13/02/2019,0.4589
13/02/2019,0.165
13/02/2019,0.016
14/02/2019,0.03
14/02/2019,0.011
14/02/2019,0.05
14/02/2019,0.0721
14/02/2019,0.03
14/02/2019,0.045
14/02/2019,0.015
14/02/2019,0.036
14/02/2019,0.021
14/02/2019,0.08
14/02/2019,0.05
14/02/2019,0.108
14/02/2019,0.03
14/02/2019,0.065
15/02/2019,0.0423
15/02/2019,0.015
15/02/2019,0.9998
15/02/2019,0.001
15/02/2019,0.025
15/02/2019,0.0094
15/02/2019,0.03
15/02/2019,0.039
15/02/2019,0.038
16/02/2019,0.043
16/02/2019,0.0514
16/02/2019,0.0334
16/02/2019,0.2653
16/02/2019,0.3
16/02/2019,0.0227
16/02/2019,0.002
16/02/2019,17.0
16/02/2019,0.47
16/02/2019,0.045
16/02/2019,0.0606
16/02/2019,0.02
16/02/2019,0.055
16/02/2019,0.0758
16/02/2019,0.0223
16/02/2019,0.16
16/02/2019,0.0562
17/02/2019,0.0264
17/02/2019,0.085
17/02/2019,0.0378
17/02/2019,0.026
17/02/2019,0.0397
17/02/2019,0.0567
18/02/2019,0.08
18/02/2019,1.0
18/02/2019,1.0458
18/02/2019,0.0724
18/02/2019,0.0433
18/02/2019,0.0357
18/02/2019,0.0413
18/02/2019,0.0446
18/02/2019,0.63
18/02/2019,0.04
18/02/2019,0.653
18/02/2019,0.15
18/02/2019,0.06
19/02/2019,0.066
19/02/2019,0.034
19/02/2019,0.0468
19/02/2019,0.02
19/02/2019,0.029
19/02/2019,0.028
19/02/2019,0.0495
19/02/2019,0.034
19/02/2019,0.0364
19/02/2019,0.001
19/02/2019,0.0319
19/02/2019,0.06
19/02/2019,0.2452
19/02/2019,0.011
19/02/2019,0.0255
19/02/2019,0.026
19/02/2019,0.1058
19/02/2019,0.041
19/02/2019,0.5962
19/02/2019,0.065
19/02/2019,0.27
19/02/2019,0.0241
20/02/2019,0.035
20/02/2019,0.0618
20/02/2019,0.018
20/02/2019,0.08
20/02/2019,0.031
20/02/2019,0.023
20/02/2019,0.02
20/02/2019,0.05
20/02/2019,0.1856
20/02/2019,0.0374
20/02/2019,1.5
20/02/2019,0.22
20/02/2019,0.53
20/02/2019,0.02
20/02/2019,0.038
20/02/2019,0.02
20/02/2019,0.015
20/02/2019,0.05
20/02/2019,0.02
20/02/2019,0.059
20/02/2019,0.5
20/02/2019,0.042
20/02/2019,0.6025
20/02/2019,0.04
20/02/2019,0.005
20/02/2019,0.054
20/02/2019,0.5
20/02/2019,0.006
21/02/2019,0.03
21/02/2019,0.0156
21/02/2019,0.013
21/02/2019,0.043
21/02/2019,0.03
21/02/2019,0.1973
21/02/2019,0.05
21/02/2019,0.0623
21/02/2019,0.04
21/02/2019,0.1
21/02/2019,0.04
21/02/2019,0.04
21/02/2019,0.06
21/02/2019,0.063
22/02/2019,0.021
22/02/2019,0.02
22/02/2019,0.05
22/02/2019,0.05
22/02/2019,0.05
22/02/2019,0.58
22/02/2019,0.144
22/02/2019,0.185
22/02/2019,47.5
22/02/2019,0.0213
22/02/2019,0.0436
22/02/2019,0.0664
22/02/2019,0.03
22/02/2019,0.05
22/02/2019,0.082
22/02/2019,0.02
23/02/2019,0.0302
23/02/2019,0.025
23/02/2019,0.0306
23/02/2019,0.1
23/02/2019,0.0351
23/02/2019,0.25
23/02/2019,0.0351
23/02/2019,0.222
23/02/2019,1.035
23/02/2019,0.046
23/02/2019,0.0437
23/02/2019,0.03
23/02/2019,0.0608
23/02/2019,0.0428
23/02/2019,0.0517
23/02/2019,0.0533
23/02/2019,0.06
23/02/2019,0.0505
24/02/2019,0.05
24/02/2019,0.0538
24/02/2019,0.0859
24/02/2019,0.0789
24/02/2019,0.0427
24/02/2019,0.022
24/02/2019,0.026
24/02/2019,0.0657
24/02/2019,0.025
24/02/2019,0.042
24/02/2019,0.0359
24/02/2019,0.0914
24/02/2019,0.06
24/02/2019,0.0239
25/02/2019,0.082
25/02/2019,0.071
25/02/2019,0.099
25/02/2019,0.0475
25/02/2019,1.1276
25/02/2019,0.05
25/02/2019,0.085
25/02/2019,0.1551
25/02/2019,0.0472
25/02/2019,0.034
25/02/2019,0.5
25/02/2019,0.0616
25/02/2019,0.715
25/02/2019,1.0
26/02/2019,0.0195
26/02/2019,0.0213
26/02/2019,0.02
26/02/2019,0.0317
26/02/2019,0.056
26/02/2019,0.6085
26/02/2019,0.035
26/02/2019,18.0
26/02/2019,4.75
26/02/2019,62.15
26/02/2019,31.8
26/02/2019,0.445
26/02/2019,0.025
26/02/2019,0.04
26/02/2019,50.0
26/02/2019,0.0504
26/02/2019,3.039
26/02/2019,0.03
26/02/2019,0.03
26/02/2019,0.052
26/02/2019,111.385
27/02/2019,0.0343
27/02/2019,0.0224
27/02/2019,0.0266
27/02/2019,0.04
27/02/2019,0.0162
27/02/2019,0.0383
27/02/2019,0.032
27/02/2019,0.028
27/02/2019,0.0756
27/02/2019,0.035
27/02/2019,0.0242
28/02/2019,0.0409
28/02/2019,0.1046
28/02/2019,0.1409
28/02/2019,0.061
28/02/2019,0.0336
28/02/2019,0.0443
28/02/2019,0.0495
28/02/2019,0.2
28/02/2019,0.1623
28/02/2019,0.0207
28/02/2019,0.03
28/02/2019,0.03
28/02/2019,0.03
28/02/2019,0.0511
28/02/2019,0.0776
28/02/2019,0.0252
28/02/2019,0.0244
28/02/2019,0.03
28/02/2019,0.0499
01/03/2019,0.0376
01/03/2019,0.05
01/03/2019,0.03
01/03/2019,0.022
01/03/2019,0.0209
01/03/2019,89.0
01/03/2019,0.0322
01/03/2019,0.0227
01/03/2019,0.0357
01/03/2019,0.05
01/03/2019,0.0083
01/03/2019,0.042
01/03/2019,0.45
01/03/2019,0.102
02/03/2019,0.015
02/03/2019,0.022
02/03/2019,180.0
02/03/2019,0.0605
02/03/2019,0.2
02/03/2019,0.024
02/03/2019,0.025
02/03/2019,0.07
02/03/2019,0.04
02/03/2019,0.003
02/03/2019,0.05
02/03/2019,0.0035
02/03/2019,0.0419
02/03/2019,0.0224
02/03/2019,0.084
02/03/2019,0.019
03/03/2019,0.044
03/03/2019,0.017
03/03/2019,0.023
03/03/2019,0.0666
03/03/2019,0.0368
03/03/2019,0.0231
03/03/2019,0.032
03/03/2019,0.012
03/03/2019,0.02
03/03/2019,0.0356
03/03/2019,0.022
03/03/2019,0.007
03/03/2019,0.025
04/03/2019,0.032
04/03/2019,0.0596
04/03/2019,0.035
04/03/2019,0.0015
04/03/2019,0.028
04/03/2019,0.026
04/03/2019,0.042
04/03/2019,0.07
04/03/2019,0.07
04/03/2019,0.4953
04/03/2019,0.02
04/03/2019,0.3682
04/03/2019,0.0495
05/03/2019,0.035
05/03/2019,0.01
05/03/2019,0.0468
05/03/2019,0.0252
05/03/2019,0.0547
05/03/2019,0.024
05/03/2019,0.0264
05/03/2019,0.056
05/03/2019,0.08
05/03/2019,0.0405
05/03/2019,0.433
05/03/2019,0.081
05/03/2019,0.012
05/03/2019,0.0052
05/03/2019,0.033
05/03/2019,0.013
05/03/2019,0.0433
05/03/2019,0.0398
05/03/2019,0.07
05/03/2019,0.0032
05/03/2019,0.098
05/03/2019,0.045
06/03/2019,0.038
06/03/2019,0.0208
06/03/2019,0.019
06/03/2019,0.0332
06/03/2019,0.0239
06/03/2019,0.125
06/03/2019,0.022
06/03/2019,0.07
06/03/2019,0.056
06/03/2019,0.023
06/03/2019,0.0286
06/03/2019,0.28
06/03/2019,0.245
06/03/2019,0.28
06/03/2019,0.08
07/03/2019,0.03
07/03/2019,0.0559
07/03/2019,0.0224
07/03/2019,0.0407
07/03/2019,0.035
07/03/2019,67.5
07/03/2019,0.024
07/03/2019,0.2682
07/03/2019,0.0527
07/03/2019,0.9
07/03/2019,0.025
07/03/2019,0.0992
07/03/2019,0.0315
07/03/2019,0.021
07/03/2019,0.0558
07/03/2019,0.2054
08/03/2019,0.0281
08/03/2019,0.0541
08/03/2019,0.04
08/03/2019,0.0051
08/03/2019,0.0339
08/03/2019,0.5
08/03/2019,0.0567
08/03/2019,0.06
08/03/2019,0.04
08/03/2019,0.07
08/03/2019,0.023
08/03/2019,0.07
08/03/2019,0.035
08/03/2019,0.032
09/03/2019,0.016
09/03/2019,0.045
09/03/2019,0.045
09/03/2019,0.045
09/03/2019,0.07
09/03/2019,0.088
09/03/2019,0.0425
09/03/2019,33.0
09/03/2019,0.0625
09/03/2019,0.0288
09/03/2019,0.043
09/03/2019,0.0286
09/03/2019,0.076
09/03/2019,0.8673
09/03/2019,0.03
09/03/2019,0.163
09/03/2019,0.035
10/03/2019,0.04
10/03/2019,0.0307
10/03/2019,0.0529
10/03/2019,59.996
10/03/2019,0.065
10/03/2019,0.0319
10/03/2019,0.03
10/03/2019,0.053
10/03/2019,0.032
11/03/2019,0.015
11/03/2019,0.0322
11/03/2019,0.0864
11/03/2019,0.001
11/03/2019,0.4933
11/03/2019,0.0457
11/03/2019,0.015
11/03/2019,0.0532
11/03/2019,0.027
11/03/2019,0.03
11/03/2019,0.042
11/03/2019,0.0574
11/03/2019,0.0408
11/03/2019,0.0273
11/03/2019,0.055
11/03/2019,0.0407
12/03/2019,0.045
12/03/2019,0.034
12/03/2019,0.055
12/03/2019,0.0469
12/03/2019,0.0616
12/03/2019,0.02
12/03/2019,0.0219
12/03/2019,0.0365
12/03/2019,0.02
12/03/2019,0.01
12/03/2019,0.013
12/03/2019,0.63
12/03/2019,0.02
13/03/2019,0.0698
13/03/2019,0.0418
13/03/2019,0.0351
13/03/2019,0.0313
13/03/2019,0.025
13/03/2019,0.03
13/03/2019,0.0386
13/03/2019,0.027
13/03/2019,27.0
13/03/2019,44.0
13/03/2019,0.045
13/03/2019,0.0476
13/03/2019,0.132
13/03/2019,0.0347
13/03/2019,0.02
13/03/2019,0.046
13/03/2019,0.023
13/03/2019,0.0042
13/03/2019,0.0208
14/03/2019,0.0291
14/03/2019,0.0343
14/03/2019,0.0344
14/03/2019,56.4
14/03/2019,25.0
14/03/2019,0.028
14/03/2019,0.0137
14/03/2019,0.027
14/03/2019,0.19
14/03/2019,0.0735
14/03/2019,0.06
14/03/2019,0.1985
14/03/2019,0.03
14/03/2019,0.0375
14/03/2019,9.514
14/03/2019,0.068
14/03/2019,1.0995
14/03/2019,0.8674
14/03/2019,0.001
15/03/2019,0.0425
15/03/2019,0.0378
15/03/2019,0.0341
15/03/2019,0.021
15/03/2019,0.024
15/03/2019,0.0572
15/03/2019,0.0465
15/03/2019,0.0482
15/03/2019,0.0424
15/03/2019,0.02
15/03/2019,0.021
15/03/2019,0.024
15/03/2019,0.0435
15/03/2019,0.027
15/03/2019,0.052
15/03/2019,0.038
15/03/2019,0.06
15/03/2019,0.0584
15/03/2019,0.4989
15/03/2019,0.2
16/03/2019,3.5
16/03/2019,0.038
16/03/2019,0.15
16/03/2019,0.0258
16/03/2019,0.02
16/03/2019,0.0247
16/03/2019,0.0596
16/03/2019,2.4
17/03/2019,0.02
17/03/2019,0.058
17/03/2019,0.02
17/03/2019,0.0253
17/03/2019,0.0583
17/03/2019,0.06
17/03/2019,0.03
17/03/2019,0.045
17/03/2019,0.018
17/03/2019,0.022
17/03/2019,0.06
17/03/2019,0.4
18/03/2019,0.0432
18/03/2019,0.038
18/03/2019,0.0345
18/03/2019,0.0317
18/03/2019,0.0431
18/03/2019,0.0433
18/03/2019,0.0384
18/03/2019,0.0326
18/03/2019,0.0473
18/03/2019,0.04
18/03/2019,0.0186
18/03/2019,0.017
18/03/2019,0.0347
18/03/2019,0.02
18/03/2019,0.0343
18/03/2019,0.0367
18/03/2019,0.035
18/03/2019,0.007
18/03/2019,0.0238
18/03/2019,0.026
18/03/2019,0.0244
19/03/2019,0.0351
19/03/2019,0.0423
19/03/2019,0.034
19/03/2019,0.032
19/03/2019,0.0615
19/03/2019,0.0322
19/03/2019,0.0386
19/03/2019,0.0355
19/03/2019,0.04
19/03/2019,0.0606
19/03/2019,0.0293
19/03/2019,0.016
20/03/2019,0.042
20/03/2019,0.0409
20/03/2019,0.0506
20/03/2019,0.0699
20/03/2019,0.0093
20/03/2019,0.044
20/03/2019,0.04
20/03/2019,0.03
20/03/2019,0.028
20/03/2019,0.0706
20/03/2019,0.3
20/03/2019,0.03
20/03/2019,0.03
20/03/2019,0.03
21/03/2019,0.044
21/03/2019,0.02
21/03/2019,0.0775
21/03/2019,0.18
21/03/2019,0.045
21/03/2019,0.0465
21/03/2019,0.0282
21/03/2019,7.503
21/03/2019,0.038
21/03/2019,0.0313
21/03/2019,0.04
21/03/2019,0.0273
21/03/2019,0.0433
21/03/2019,0.0792
21/03/2019,0.0347
21/03/2019,0.0399
21/03/2019,0.0299
21/03/2019,0.037
21/03/2019,0.0379
21/03/2019,0.0398
21/03/2019,0.5055
21/03/2019,0.0364
21/03/2019,0.85
22/03/2019,0.02
22/03/2019,0.0429
22/03/2019,0.049
22/03/2019,0.0409
22/03/2019,0.015
22/03/2019,0.016
22/03/2019,0.037
22/03/2019,0.716
22/03/2019,0.2704
22/03/2019,0.1188
22/03/2019,0.0605
22/03/2019,0.3362
22/03/2019,0.067
23/03/2019,0.02
23/03/2019,0.041
23/03/2019,0.006
23/03/2019,0.0525
23/03/2019,0.036
23/03/2019,0.015
23/03/2019,0.0713
23/03/2019,0.019
23/03/2019,0.029
23/03/2019,0.0576
23/03/2019,0.0271
23/03/2019,0.008
23/03/2019,0.028
23/03/2019,0.02
23/03/2019,0.0291
24/03/2019,0.0428
24/03/2019,0.4676
24/03/2019,0.0428
24/03/2019,0.035
24/03/2019,0.0468
24/03/2019,0.1076
24/03/2019,0.03
25/03/2019,0.072
25/03/2019,0.04
25/03/2019,0.022
25/03/2019,0.027
25/03/2019,0.026
25/03/2019,0.03
25/03/2019,0.025
25/03/2019,0.012
25/03/2019,0.1
25/03/2019,0.014
25/03/2019,0.012
26/03/2019,0.0529
26/03/2019,0.0515
26/03/2019,0.0332
26/03/2019,0.045
26/03/2019,0.0775
26/03/2019,0.0407
26/03/2019,0.017
26/03/2019,0.0423
26/03/2019,0.0388
26/03/2019,0.034
26/03/2019,0.0733
26/03/2019,0.0238
26/03/2019,0.0128
26/03/2019,0.2692
26/03/2019,0.025
26/03/2019,0.947
27/03/2019,0.0675
27/03/2019,0.02
27/03/2019,0.04
27/03/2019,0.0294
27/03/2019,0.2804
27/03/2019,0.015
27/03/2019,0.015
27/03/2019,0.0514
27/03/2019,0.018
27/03/2019,0.209
27/03/2019,0.1848
27/03/2019,0.021
27/03/2019,0.4922
27/03/2019,0.037
28/03/2019,0.0257
28/03/2019,0.26
28/03/2019,1.3
28/03/2019,0.066
28/03/2019,0.009
28/03/2019,0.02
28/03/2019,0.0617
28/03/2019,0.025
28/03/2019,0.02
28/03/2019,0.023
28/03/2019,0.022
28/03/2019,0.028
28/03/2019,0.03
28/03/2019,0.202
28/03/2019,0.088
29/03/2019,0.06
29/03/2019,0.0064
29/03/2019,0.011
29/03/2019,0.028
29/03/2019,0.152
29/03/2019,0.0376
29/03/2019,0.0429
29/03/2019,0.2716
29/03/2019,0.0286
29/03/2019,0.0415
29/03/2019,0.0024
29/03/2019,0.0384
29/03/2019,0.022
29/03/2019,0.635
29/03/2019,0.064
29/03/2019,0.0509
30/03/2019,0.0307
30/03/2019,0.0415
30/03/2019,0.0224
30/03/2019,0.022
30/03/2019,0.0541
30/03/2019,0.032
30/03/2019,0.0437
30/03/2019,0.0688
30/03/2019,0.241
30/03/2019,0.0329
30/03/2019,0.3395
30/03/2019,0.1045
30/03/2019,0.1493
31/03/2019,0.0414
31/03/2019,0.05
31/03/2019,0.0583
31/03/2019,0.04
31/03/2019,0.04
31/03/2019,0.0486
31/03/2019,0.02
31/03/2019,0.0258
31/03/2019,0.0528
31/03/2019,0.0684
31/03/2019,0.04
31/03/2019,0.045
31/03/2019,0.0594
31/03/2019,0.0438
31/03/2019,0.033
31/03/2019,0.0055
31/03/2019,0.1158
31/03/2019,0.52
31/03/2019,0.018
01/04/2019,0.019
01/04/2019,0.024
01/04/2019,0.0604
01/04/2019,0.0308
01/04/2019,0.023
01/04/2019,0.022
01/04/2019,0.0618
01/04/2019,0.022
01/04/2019,0.0221
01/04/2019,0.4585
01/04/2019,0.174
01/04/2019,0.01
01/04/2019,0.0152
01/04/2019,0.0265
01/04/2019,0.108
01/04/2019,0.255
02/04/2019,0.03
02/04/2019,0.022
02/04/2019,0.0208
02/04/2019,0.046
02/04/2019,0.25
02/04/2019,0.0277
02/04/2019,0.023
02/04/2019,0.018
02/04/2019,0.0362
02/04/2019,0.02
02/04/2019,0.04
02/04/2019,0.07
02/04/2019,0.0427
02/04/2019,0.02
02/04/2019,0.01
02/04/2019,0.023
02/04/2019,0.0305
02/04/2019,0.056
03/04/2019,0.045
03/04/2019,0.024
03/04/2019,0.35
03/04/2019,0.0277
03/04/2019,0.0497
03/04/2019,0.0521
03/04/2019,0.017
03/04/2019,0.0294
03/04/2019,0.0377
03/04/2019,0.0096
03/04/2019,0.0386
03/04/2019,0.0236
03/04/2019,0.005
04/04/2019,0.0643
04/04/2019,0.0158
04/04/2019,0.043
04/04/2019,0.0183
04/04/2019,0.016
04/04/2019,0.0394
04/04/2019,0.008
04/04/2019,0.013
04/04/2019,0.043
04/04/2019,0.023
04/04/2019,0.009
04/04/2019,1.0156
04/04/2019,0.205
04/04/2019,0.0107
05/04/2019,0.0198
05/04/2019,0.0439
05/04/2019,0.042
05/04/2019,0.0399
05/04/2019,0.052
05/04/2019,0.05
05/04/2019,0.04
05/04/2019,0.0381
05/04/2019,0.13
05/04/2019,0.056
05/04/2019,0.05
05/04/2019,0.006
05/04/2019,0.02
05/04/2019,0.0433
05/04/2019,0.4908
06/04/2019,0.021
06/04/2019,0.08
06/04/2019,0.045
06/04/2019,0.03
06/04/2019,0.05
06/04/2019,0.0392
06/04/2019,0.06
06/04/2019,0.045
06/04/2019,0.023
06/04/2019,0.03
06/04/2019,0.014
06/04/2019,0.025
07/04/2019,0.03
07/04/2019,0.0377
07/04/2019,0.042
07/04/2019,0.02
07/04/2019,0.025
07/04/2019,10.007
07/04/2019,0.1
07/04/2019,0.04
07/04/2019,0.024
08/04/2019,0.0288
08/04/2019,0.0512
08/04/2019,0.018
08/04/2019,0.474
08/04/2019,0.021
08/04/2019,0.057
08/04/2019,0.06
08/04/2019,0.1
08/04/2019,0.06
08/04/2019,0.0678
08/04/2019,0.1788
08/04/2019,0.2
08/04/2019,0.023
08/04/2019,0.0486
08/04/2019,0.0468
08/04/2019,0.1176
08/04/2019,0.057
08/04/2019,0.06
09/04/2019,0.825
09/04/2019,0.166
09/04/2019,0.0375
09/04/2019,0.0232
09/04/2019,0.025
09/04/2019,19.0
09/04/2019,0.0273
09/04/2019,0.0402
09/04/2019,0.0523
09/04/2019,0.0631
09/04/2019,0.0426
